#Organism/Name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Helicobacter pylori","2025",SAMN05410639,PRJNA329352,"Proteobacteria","delta/epsilon subdivisions",GCA_002534185.1,1.65016,38.9,-,MBJI01,61,1653,1494,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/185/GCF_002534185.1_ASM253418v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/185/GCA_002534185.1_ASM253418v1
"Helicobacter pylori","A039",SAMN05393170,PRJNA329216,"Proteobacteria","delta/epsilon subdivisions",GCA_002533065.1,1.59756,39.1,-,MBHT01,64,1595,1441,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/065/GCF_002533065.1_ASM253306v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/065/GCA_002533065.1_ASM253306v1
"Helicobacter pylori","ZH104",SAMN10339086,PRJNA498981,"Proteobacteria","delta/epsilon subdivisions",GCA_004014005.1,1.57043,39,-,RJHR01,46,1560,1406,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/005/GCF_004014005.1_ASM401400v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/005/GCA_004014005.1_ASM401400v1
"Helicobacter pylori HP250BFiii","HP250BFiii",SAMN02436781,PRJNA89317,"Proteobacteria","delta/epsilon subdivisions",GCA_000345885.2,1.58137,39.4,-,APEV01,46,1565,1413,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/885/GCF_000345885.2_ASM34588v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/885/GCA_000345885.2_ASM34588v2
"Helicobacter pylori","TC-2-2-6",SAMEA3995854,PRJEB13893,"Proteobacteria","delta/epsilon subdivisions",GCA_900088045.1,1.63758,38.9,-,FLPM01,74,1625,1488,2016/06/14,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/088/045/GCF_900088045.1_TC-2-2-6,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/088/045/GCA_900088045.1_TC-2-2-6
"Helicobacter pylori","KH0120",SAMN12011825,PRJNA547954,"Proteobacteria","delta/epsilon subdivisions",GCA_006440435.1,1.59565,38.8,-,VEYR01,51,1587,1440,2019/06/24,2019/06/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/435/GCF_006440435.1_ASM644043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/435/GCA_006440435.1_ASM644043v1
"Helicobacter pylori","ZH91",SAMN10339050,PRJNA498965,"Proteobacteria","delta/epsilon subdivisions",GCA_004013805.1,1.64912,38.8,-,RJHF01,58,1617,1470,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/805/GCF_004013805.1_ASM401380v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/805/GCA_004013805.1_ASM401380v1
"Helicobacter pylori","TC-1-2-4",SAMEA3993954,PRJEB13893,"Proteobacteria","delta/epsilon subdivisions",GCA_900087835.1,1.6314,38.9,-,FLPA01,69,1621,1483,2016/06/14,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/087/835/GCF_900087835.1_TC-1-2-4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/087/835/GCA_900087835.1_TC-1-2-4
"Helicobacter pylori","STT-1-2-4-Cm",SAMEA4000273,PRJEB13893,"Proteobacteria","delta/epsilon subdivisions",GCA_900088325.1,1.63177,38.9,-,FLPU01,64,1620,1489,2016/06/14,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/088/325/GCF_900088325.1_STT-1-2-4-Cm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/088/325/GCA_900088325.1_STT-1-2-4-Cm
"Helicobacter pylori","2036",SAMN05410628,PRJNA329348,"Proteobacteria","delta/epsilon subdivisions",GCA_002534135.1,1.64795,38.9,-,MBJB01,60,1652,1490,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/135/GCF_002534135.1_ASM253413v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/135/GCA_002534135.1_ASM253413v1
"Helicobacter pylori","PIMM-FM-UNAM-29CaCe",SAMN10715326,PRJNA513874,"Proteobacteria","delta/epsilon subdivisions",GCA_008681475.1,1.61832,39.2,-,SAZY01,23,1593,1424,2019/09/23,2019/09/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/681/475/GCF_008681475.1_ASM868147v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/681/475/GCA_008681475.1_ASM868147v1
"Helicobacter pylori","KH0143",SAMN12011832,PRJNA547954,"Proteobacteria","delta/epsilon subdivisions",GCA_006439895.1,1.58121,38.9,-,VEYK01,59,1578,1429,2019/06/24,2019/06/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/895/GCF_006439895.1_ASM643989v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/895/GCA_006439895.1_ASM643989v1
"Helicobacter pylori","B43",SAMN08381213,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003070765.1,1.64068,38.9,-,QBRJ01,54,1607,1469,2018/04/24,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/070/765/GCF_003070765.1_ASM307076v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/070/765/GCA_003070765.1_ASM307076v1
"Helicobacter pylori Iso6","Iso6",SAMN04350627,PRJNA230062,"Proteobacteria","delta/epsilon subdivisions",GCA_002900195.1,1.58072,39,-,AZBQ01,53,1592,1425,2018/01/25,2019/08/09,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/900/195/GCF_002900195.1_ASM290019v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/900/195/GCA_002900195.1_ASM290019v1
"Helicobacter pylori","22",SAMN04011953,PRJNA284175,"Proteobacteria","delta/epsilon subdivisions",GCA_001278515.1,1.65001,38.9,-,LIXF01,73,1626,1473,2015/09/03,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/515/GCF_001278515.1_ASM127851v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/515/GCA_001278515.1_ASM127851v1
"Helicobacter pylori","228/99",SAMN03153534,PRJNA265858,"Proteobacteria","delta/epsilon subdivisions",GCA_000802545.1,1.61967,38.9933,plasmid pHPY228:NZ_CM003127.1/CM003127.1,JSXY01,54,1616,1457,2014/12/16,2017/03/25,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/545/GCF_000802545.1_ASM80254v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/802/545/GCA_000802545.1_ASM80254v1
"Helicobacter pylori","KH23",SAMN08093264,PRJNA419585,"Proteobacteria","delta/epsilon subdivisions",GCA_002832355.1,1.65182,38.8,-,PHMB01,69,1640,1467,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/355/GCF_002832355.1_ASM283235v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/355/GCA_002832355.1_ASM283235v1
"Helicobacter pylori 98-10","98-10",SAMN02472069,PRJNA30395,"Proteobacteria","delta/epsilon subdivisions",GCA_000172935.1,1.57177,38.8,-,ABSX01,51,1567,1374,2008/12/09,2017/11/15,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/935/GCF_000172935.1_ASM17293v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/935/GCA_000172935.1_ASM17293v1
"Helicobacter pylori","655/99",SAMN03151520,PRJNA265189,"Proteobacteria","delta/epsilon subdivisions",GCA_000802575.1,1.61567,39,-,JSXB01,45,1597,1434,2014/12/16,2017/03/25,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/575/GCF_000802575.1_ASM80257v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/802/575/GCA_000802575.1_ASM80257v1
"Helicobacter pylori","PIMM-FM-UNAM-34CaC2",SAMN10715395,PRJNA513874,"Proteobacteria","delta/epsilon subdivisions",GCA_008681425.1,1.62019,39,-,SBAC01,16,1613,1467,2019/09/23,2019/09/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/681/425/GCF_008681425.1_ASM868142v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/681/425/GCA_008681425.1_ASM868142v1
"Helicobacter pylori","PIMM-FM-UNAM-14CaC1-2",SAMN10715448,PRJNA513874,"Proteobacteria","delta/epsilon subdivisions",GCA_008681215.1,1.63828,39,-,SBAJ01,43,1621,1472,2019/09/23,2019/09/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/681/215/GCF_008681215.1_ASM868121v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/681/215/GCA_008681215.1_ASM868121v1
"Helicobacter pylori","2061",SAMN05410615,PRJNA329344,"Proteobacteria","delta/epsilon subdivisions",GCA_002534055.1,1.60671,39.1,-,MBJE01,58,1601,1460,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/055/GCF_002534055.1_ASM253405v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/055/GCA_002534055.1_ASM253405v1
"Helicobacter pylori","SSR1",SAMN08381226,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003059845.1,1.60736,39,-,QBQX01,61,1623,1471,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/845/GCF_003059845.1_ASM305984v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/845/GCA_003059845.1_ASM305984v1
"Helicobacter pylori","22368",SAMN05407978,PRJNA329262,"Proteobacteria","delta/epsilon subdivisions",GCA_002533425.1,1.65216,38.9,-,MBIL01,70,1660,1505,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/425/GCF_002533425.1_ASM253342v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/425/GCA_002533425.1_ASM253342v1
"Helicobacter pylori","B335",SAMN08981258,PRJNA449871,"Proteobacteria","delta/epsilon subdivisions",GCA_003639365.1,1.62255,39,-,QDJT01,66,1666,1486,2018/10/12,2019/08/20,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/365/GCF_003639365.1_ASM363936v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/365/GCA_003639365.1_ASM363936v1
"Helicobacter pylori","22021",SAMN05410567,PRJNA329319,"Proteobacteria","delta/epsilon subdivisions",GCA_002533895.1,1.62951,39,-,MBHD01,57,1640,1484,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/895/GCF_002533895.1_ASM253389v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/895/GCA_002533895.1_ASM253389v1
"Helicobacter pylori","CG22025",SAMN06187436,PRJNA352848,"Proteobacteria","delta/epsilon subdivisions",GCA_002012725.1,1.69268,39,-,MUOV01,59,1661,1513,2017/03/03,2019/08/02,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/725/GCF_002012725.1_ASM201272v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/725/GCA_002012725.1_ASM201272v1
"Helicobacter pylori GAMchJs117Ai","GAMchJs117Ai",SAMN02436921,PRJNA89293,"Proteobacteria","delta/epsilon subdivisions",GCA_000346835.2,1.61215,39.3,-,APEK01,49,1588,1441,2013/03/15,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/835/GCF_000346835.2_ASM34683v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/835/GCA_000346835.2_ASM34683v2
"Helicobacter pylori NQ1707","NQ1707",SAMEA2272498,PRJEA62447,"Proteobacteria","delta/epsilon subdivisions",GCA_000285175.1,1.65474,38.9,-,CADJ01,91,1629,1490,2011/03/09,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/175/GCF_000285175.1_ASM28517v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/175/GCA_000285175.1_ASM28517v1
"Helicobacter pylori SA162A","SA162A",SAMEA2272133,PRJEB4075,"Proteobacteria","delta/epsilon subdivisions",GCA_000476115.1,1.66738,39,-,CBOS01,71,1660,1461,2013/09/21,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/115/GCF_000476115.1_SA162A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/115/GCA_000476115.1_SA162A
"Helicobacter pylori","GC52-HL",SAMN08381232,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003059265.1,1.64143,38.9,-,QBQR01,70,1646,1488,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/265/GCF_003059265.1_ASM305926v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/265/GCA_003059265.1_ASM305926v1
"Helicobacter pylori","1198/04",SAMN03153477,PRJNA265826,"Proteobacteria","delta/epsilon subdivisions",GCA_000802465.1,1.61834,39,-,JSXT01,57,1596,1446,2014/12/16,2017/03/25,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/465/GCF_000802465.1_ASM80246v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/802/465/GCA_000802465.1_ASM80246v1
"Helicobacter pylori","1095",SAMN05410724,PRJNA329362,"Proteobacteria","delta/epsilon subdivisions",GCA_002532795.1,1.66974,38.9,-,MBKF01,71,1684,1498,2017/10/12,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/532/795/GCF_002532795.1_ASM253279v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/532/795/GCA_002532795.1_ASM253279v1
"Helicobacter pylori UM085","UM085",SAMN02214238,PRJNA212352,"Proteobacteria","delta/epsilon subdivisions",GCA_000444745.1,1.64506,38.7,-,AUSP01,50,1627,1466,2013/08/07,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/745/GCF_000444745.1_UM085,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/745/GCA_000444745.1_UM085
"Helicobacter pylori","TC-2-2-5",SAMEA3995853,PRJEB13893,"Proteobacteria","delta/epsilon subdivisions",GCA_900088055.1,1.62894,38.9,-,FLPL01,112,1603,1469,2016/06/14,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/088/055/GCF_900088055.1_TC-2-2-5,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/088/055/GCA_900088055.1_TC-2-2-5
"Helicobacter pylori","HP13027",SAMN06329521,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003637205.1,1.58557,39.1,-,MVVU01,59,1575,1419,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/205/GCF_003637205.1_ASM363720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/205/GCA_003637205.1_ASM363720v1
"Helicobacter pylori","22390",SAMN05407969,PRJNA329248,"Proteobacteria","delta/epsilon subdivisions",GCA_002533285.1,1.59321,39.1,-,MBIE01,56,1625,1453,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/285/GCF_002533285.1_ASM253328v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/285/GCA_002533285.1_ASM253328v1
"Helicobacter pylori","K25",SAMD00019962,PRJDB3134,"Proteobacteria","delta/epsilon subdivisions",GCA_004307295.1,1.70413,38.6,-,BEGV01,49,1660,1478,2019/01/30,2019/02/28,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/307/295/GCF_004307295.1_ASM430729v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/307/295/GCA_004307295.1_ASM430729v1
"Helicobacter pylori","TC-2-1-5",SAMEA3995847,PRJEB13893,"Proteobacteria","delta/epsilon subdivisions",GCA_900088065.1,1.64247,38.9,-,FLPN01,83,1630,1491,2016/06/14,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/088/065/GCF_900088065.1_TC-2-1-5,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/088/065/GCA_900088065.1_TC-2-1-5
"Helicobacter pylori","1039",SAMN05410759,PRJNA329371,"Proteobacteria","delta/epsilon subdivisions",GCA_002534585.1,1.66563,38.9,-,MBJR01,83,1692,1505,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/585/GCF_002534585.1_ASM253458v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/585/GCA_002534585.1_ASM253458v1
"Helicobacter pylori","ZH60",SAMN10338974,PRJNA498924,"Proteobacteria","delta/epsilon subdivisions",GCA_004013325.1,1.58065,39,-,RJGG01,72,1574,1433,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/325/GCF_004013325.1_ASM401332v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/325/GCA_004013325.1_ASM401332v1
"Helicobacter pylori","22395",SAMN05406444,PRJNA329244,"Proteobacteria","delta/epsilon subdivisions",GCA_002533205.1,1.7659,39.1,-,MBIC01,215,1767,1570,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/205/GCF_002533205.1_ASM253320v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/205/GCA_002533205.1_ASM253320v1
"Helicobacter pylori","22393",SAMN05407497,PRJNA329246,"Proteobacteria","delta/epsilon subdivisions",GCA_002533275.1,1.75524,38.9,-,MBID01,130,1762,1580,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/275/GCF_002533275.1_ASM253327v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/275/GCA_002533275.1_ASM253327v1
"Helicobacter pylori","38:2",SAMN08381295,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003058685.1,1.61698,38.9,-,QBPN01,60,1599,1422,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/685/GCF_003058685.1_ASM305868v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/685/GCA_003058685.1_ASM305868v1
"Helicobacter pylori","3824",SAMN08381236,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003059225.1,1.69486,39.1,-,QBQN01,90,1664,1519,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/225/GCF_003059225.1_ASM305922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/225/GCA_003059225.1_ASM305922v1
"Helicobacter pylori SA220A","SA220A",SAMEA2272240,PRJEB4110,"Proteobacteria","delta/epsilon subdivisions",GCA_000475535.1,1.6646,39,-,CBND01,78,1617,1458,2013/09/21,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/535/GCF_000475535.1_SA220A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/535/GCA_000475535.1_SA220A
"Helicobacter pylori GAMchJs124i","GAMchJs124i",SAMN02436790,PRJNA89295,"Proteobacteria","delta/epsilon subdivisions",GCA_000346855.2,1.61226,39.3,-,APEL01,48,1578,1427,2013/03/15,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/855/GCF_000346855.2_ASM34685v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/855/GCA_000346855.2_ASM34685v2
"Helicobacter pylori HP250AFiii","HP250AFiii",SAMN02436778,PRJNA89305,"Proteobacteria","delta/epsilon subdivisions",GCA_000345765.2,1.5784,39.4,-,APEP01,50,1559,1414,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/765/GCF_000345765.2_ASM34576v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/765/GCA_000345765.2_ASM34576v2
"Helicobacter pylori","PIMM-FM-UNAM-14CaC1",SAMN10715447,PRJNA513874,"Proteobacteria","delta/epsilon subdivisions",GCA_008681285.1,1.63506,39,-,SBAI01,21,1609,1458,2019/09/23,2019/09/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/681/285/GCF_008681285.1_ASM868128v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/681/285/GCA_008681285.1_ASM868128v1
"Helicobacter pylori SA165C","SA165C",SAMEA2272473,PRJEB4082,"Proteobacteria","delta/epsilon subdivisions",GCA_000477075.1,1.63159,38.8,-,CBQJ01,81,1614,1413,2013/09/21,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/075/GCF_000477075.1_SA165C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/075/GCA_000477075.1_SA165C
"Helicobacter pylori","499/02",SAMN03153403,PRJNA265824,"Proteobacteria","delta/epsilon subdivisions",GCA_000802525.1,1.66674,38.9,-,JTDG01,73,1672,1496,2014/12/16,2017/03/25,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/525/GCF_000802525.1_ASM80252v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/802/525/GCA_000802525.1_ASM80252v1
"Helicobacter pylori GAM244Ai","GAM244Ai",SAMN02436692,PRJNA89241,"Proteobacteria","delta/epsilon subdivisions",GCA_000345225.2,1.59327,39.3,-,APDK01,64,1588,1416,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/225/GCF_000345225.2_ASM34522v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/225/GCA_000345225.2_ASM34522v2
"Helicobacter pylori GAM252Bi","GAM252Bi",SAMN02436849,PRJNA89253,"Proteobacteria","delta/epsilon subdivisions",GCA_000345345.2,1.5777,39.4,-,APDQ01,46,1557,1415,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/345/GCF_000345345.2_ASM34534v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/345/GCA_000345345.2_ASM34534v2
"Helicobacter pylori GAMchJs106B","GAMchJs106B",SAMN02436701,PRJNA89289,"Proteobacteria","delta/epsilon subdivisions",GCA_000345705.2,1.57677,39.4,-,APEI01,31,1554,1411,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/705/GCF_000345705.2_ASM34570v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/705/GCA_000345705.2_ASM34570v2
"Helicobacter pylori SA227C","SA227C",SAMEA3138964,PRJEB4120,"Proteobacteria","delta/epsilon subdivisions",GCA_000604405.1,1.66498,39.1,-,CBNL01,64,1649,1461,2013/09/21,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/405/GCF_000604405.1_SA227C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/405/GCA_000604405.1_SA227C
"Helicobacter pylori X47-2AL","X47-2AL",SAMN02469942,PRJNA215156,"Proteobacteria","delta/epsilon subdivisions",GCA_000497465.2,1.61211,38.9,-,AWNG01,62,1606,1438,2013/11/19,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/497/465/GCF_000497465.2_HpX47v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/465/GCA_000497465.2_HpX47v1
"Helicobacter pylori GAM118Bi","GAM118Bi",SAMN02436793,PRJNA89225,"Proteobacteria","delta/epsilon subdivisions",GCA_000345085.2,1.67871,39.1,-,APDD01,59,1636,1482,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/085/GCF_000345085.2_ASM34508v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/085/GCA_000345085.2_ASM34508v2
"Helicobacter pylori","9:1_single",SAMN08381307,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003058595.1,1.57435,39,-,QBPG01,58,1569,1402,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/595/GCF_003058595.1_ASM305859v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/595/GCA_003058595.1_ASM305859v1
"Helicobacter pylori SA302A","SA302A",SAMEA2272546,PRJEB4133,"Proteobacteria","delta/epsilon subdivisions",GCA_000476175.1,1.56353,39.1,-,CBOF01,63,1552,1378,2013/09/21,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/175/GCF_000476175.1_SA302A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/175/GCA_000476175.1_SA302A
"Helicobacter pylori","J166output_6moC",SAMN02736910,PRJNA245355,"Proteobacteria","delta/epsilon subdivisions",GCA_000688975.1,1.63437,38.9,-,JMGM01,51,1614,1445,2014/05/12,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/688/975/GCF_000688975.1_J166output_6moC,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/975/GCA_000688975.1_J166output_6moC
"Helicobacter pylori","Taiwan-47",SAMN03009498,PRJNA259568,"Proteobacteria","delta/epsilon subdivisions",GCA_000766025.1,1.57747,38.7,-,JQNY01,58,1564,1399,2014/10/10,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/766/025/GCF_000766025.1_ASM76602v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/766/025/GCA_000766025.1_ASM76602v1
