Name,Strain,PATRIC ID,NCBI Taxon ID,BioSample,BioProject,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,Completion Date,Sequencing Centers,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,Isolation Country,Host Name
Helicobacter pylori,HP15031,210.4997,210,SAMN06329563,PRJNA374603,GCA_003635975.1,1.60549,38.7,-,MVUE01,38,1585,1448,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/975/GCF_003635975.1_ASM363597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/975/GCA_003635975.1_ASM363597v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,113x,SPAdes v. 3.8.2,,,38,1605490,Australia,"Human, Homo sapiens"
Helicobacter pylori,KH0148,210.6007,210,SAMN12011833,PRJNA547954,GCA_006439715.1,1.5867,38.9,-,VEYJ01,42,1577,1421,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/715/GCF_006439715.1_ASM643971v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/715/GCA_006439715.1_ASM643971v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,24x,SPAdes v. 3.12.0,,,42,1586701,Cambodia,Homo sapiens
Helicobacter pylori,KH0065,210.6023,210,SAMN12011811,PRJNA547954,GCA_006440025.1,1.6494,38.8,-,VEZF01,51,1638,1474,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/025/GCF_006440025.1_ASM644002v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/025/GCA_006440025.1_ASM644002v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,14x,SPAdes v. 3.12.0,,,51,1649404,Cambodia,Homo sapiens
Helicobacter pylori,KH41,210.3105,210,SAMN08093281,PRJNA419585,GCA_002831875.1,1.65431,38.9,-,PHLK01,46,1637,1481,12/11/2017,12/13/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/875/GCF_002831875.1_ASM283187v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/875/GCA_002831875.1_ASM283187v1,2017-12-11T00:00:00Z,University of Western Australia,Illumina MiSeq,65x,SPAdes v. 3.10.1,,,46,1654315,India,"Human, Homo sapiens"
Helicobacter pylori,ZH68,210.5341,210,SAMN10338988,PRJNA498934,GCA_004013715.1,1.67306,39.2,-,RJGN01,56,1627,1494,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/715/GCF_004013715.1_ASM401371v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/715/GCA_004013715.1_ASM401371v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,56,1673064,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,22020,210.2994,210,SAMN05410569,PRJNA329320,GCA_002533905.1,1.60366,39,-,MBHE01,58,1612,1456,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/905/GCF_002533905.1_ASM253390v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/905/GCA_002533905.1_ASM253390v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,125.23x,A5 pipeline v. MAY-2016,,,58,1603665,Colombia,"Human, Homo sapiens"
Helicobacter pylori,22352,210.2939,210,SAMN05407986,PRJNA329270,GCA_002532625.1,1.65654,38.9,-,MBJY01,46,1651,1501,10/12/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/532/625/GCF_002532625.1_ASM253262v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/532/625/GCA_002532625.1_ASM253262v1,2017-10-12T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,68.02x,A5 pipeline v. MAY-2016,,,46,1656538,Colombia,"Human, Homo sapiens"
Helicobacter pylori,HP12060,210.5076,210,SAMN06329502,PRJNA374603,GCA_003637565.1,1.58052,39.1,-,MVWN01,38,1577,1436,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/565/GCF_003637565.1_ASM363756v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/565/GCA_003637565.1_ASM363756v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,91x,SPAdes v. 3.8.2,,,38,1580522,Australia,"Human, Homo sapiens"
Helicobacter pylori,52,210.4211,210,SAMN08381260,PRJNA395900,GCA_003058755.1,1.60187,39,-,QBPW01,54,1589,1426,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/755/GCF_003058755.1_ASM305875v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/755/GCA_003058755.1_ASM305875v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,54,1601870,Sweden,"Human, Homo sapiens"
Helicobacter pylori,ZH100,210.5354,210,SAMN10339071,PRJNA498976,GCA_004013965.1,1.62147,38.9,-,RJHN01,80,1580,1424,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/965/GCF_004013965.1_ASM401396v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/965/GCA_004013965.1_ASM401396v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,80,1621473,Switzerland,"Human, Homo sapiens"
Helicobacter pylori N6,N6,102616.3,102616,SAMEA2272535,PRJEA89447,GCA_000285895.1,1.65768,38.7,-,CAHX01,54,1643,1393,4/10/2012,7/2/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/895/GCF_000285895.1_ASM28589v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/895/GCA_000285895.1_ASM28589v1,2012-04-10T00:00:00Z,Hannover Medical School,,,,,,54,1657684,France,"Human, Homo sapiens"
Helicobacter pylori,AFR58,210.5169,210,SAMN08999398,PRJNA449871,GCA_003639965.1,1.64879,38.9,-,QEHJ01,72,1636,1490,10/12/2018,8/20/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/965/GCF_003639965.1_ASM363996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/965/GCA_003639965.1_ASM363996v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina HiSeq,487x,A5-miseq v. 20160825,,,72,1648791,Spain,"Human, Homo sapiens"
Helicobacter pylori,3802,210.4177,210,SAMN08381235,PRJNA395900,GCA_003059565.1,1.54678,39.5,-,QBQO01,64,1530,1403,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/565/GCF_003059565.1_ASM305956v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/565/GCA_003059565.1_ASM305956v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,64,1546782,France,"Human, Homo sapiens"
Helicobacter pylori UM065,UM065,1355528.3,1355528,SAMN02230270,PRJNA212348,GCA_000444365.1,1.58665,38.9,-,AUSM01,38,1564,1415,8/6/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/365/GCF_000444365.1_UM065,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/365/GCA_000444365.1_UM065,2013-08-06T00:00:00Z,UM-UNSW-MGRC,Illumina HiSeq,100.0x,ABySS v. 2013,,,38,1586653,Malaysia,"Human, Homo sapiens"
Helicobacter pylori,A077,210.2953,210,SAMN05393166,PRJNA329202,GCA_002533105.1,1.65207,38.9,-,MBHS01,55,1647,1500,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/105/GCF_002533105.1_ASM253310v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/105/GCA_002533105.1_ASM253310v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,176.14x,A5 pipeline v. MAY-2016,,,55,1652075,Colombia,"Human, Homo sapiens"
Helicobacter pylori NAK7,NAK7,1282880.3,1282880,SAMN02471799,PRJNA186589,GCA_000401295.1,1.58671,39,-,AONJ01,68,1566,1419,5/24/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/401/295/GCF_000401295.1_HelPylNAK7_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/295/GCA_000401295.1_HelPylNAK7_1.0,2013-05-24T00:00:00Z,University of Hyderabad,Illumina GAIIx,300.0x,Velvet v. 1.2.03,,,68,1586710,India,"Human, Homo sapiens"
Helicobacter pylori,2047,210.3003,210,SAMN05410616,PRJNA329345,GCA_002534095.1,1.67223,38.8,-,MBJD01,52,1662,1497,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/095/GCF_002534095.1_ASM253409v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/095/GCA_002534095.1_ASM253409v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,93.88x,A5 pipeline v. MAY-2016,,,52,1672229,Colombia,"Human, Homo sapiens"
Helicobacter pylori,22322,210.2983,210,SAMN05408283,PRJNA329288,GCA_002533695.1,1.65636,39,-,MBHR01,86,1674,1504,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/695/GCF_002533695.1_ASM253369v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/695/GCA_002533695.1_ASM253369v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,127.6x,A5 pipeline v. MAY-2016,,,86,1656363,Colombia,"Human, Homo sapiens"
Helicobacter pylori,KH0032,210.6006,210,SAMN12011805,PRJNA547954,GCA_006439685.1,1.59399,38.8,-,VEZL01,47,1578,1443,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/685/GCF_006439685.1_ASM643968v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/685/GCA_006439685.1_ASM643968v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,16x,SPAdes v. 3.12.0,,,47,1593989,Cambodia,Homo sapiens
Helicobacter pylori,HPJ025,210.5011,210,SAMN06329606,PRJNA374603,GCA_003636265.1,1.6821,38.7,-,MVSN01,53,1680,1515,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/265/GCF_003636265.1_ASM363626v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/265/GCA_003636265.1_ASM363626v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,59x,SPAdes v. 3.8.2,,,53,1682100,Australia,"Human, Homo sapiens"
Helicobacter pylori SA213A,SA213A,1345592.3,1345592,SAMEA2272778,PRJEB4103,GCA_000476275.1,1.62589,38.8,-,CBOM01,86,1597,1435,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/275/GCF_000476275.1_SA213A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/275/GCA_000476275.1_SA213A,2013-09-21T00:00:00Z,MHH,,,,,,86,1625887,South Africa,"Human, Homo sapiens"
Helicobacter pylori,KH0161,210.6011,210,SAMN12011839,PRJNA547954,GCA_006439785.1,1.64495,38.7,-,VEYD01,74,1656,1484,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/785/GCF_006439785.1_ASM643978v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/785/GCA_006439785.1_ASM643978v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,29x,SPAdes v. 3.12.0,,,74,1644954,Cambodia,Homo sapiens
Helicobacter pylori,KH0119,210.6026,210,SAMN12011824,PRJNA547954,GCA_006440095.1,1.59943,39,-,VEYS01,43,1576,1424,6/24/2019,6/28/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/095/GCF_006440095.1_ASM644009v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/095/GCA_006440095.1_ASM644009v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,18x,SPAdes v. 3.12.0,,,43,1599435,Cambodia,Homo sapiens
Helicobacter pylori D33,D33,1249613.3,1249613,SAMN02866191,PRJNA178929,GCA_000709945.1,1.54515,38.9,-,ANIO01,64,1541,1394,6/18/2014,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/945/GCF_000709945.1_D33,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/945/GCA_000709945.1_D33,2014-06-18T00:00:00Z,Qingdao municipal Hospital,Illumina HiSeq,297.0x,SOAPdenovo v. Version 1.3,,,64,1545148,,"Human, Homo sapiens"
Helicobacter pylori,26100,210.2954,210,SAMN05393257,PRJNA329220,GCA_002533135.1,1.67836,38.9,-,MBHV01,81,1661,1496,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/135/GCF_002533135.1_ASM253313v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/135/GCA_002533135.1_ASM253313v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,397.83x,A5 pipeline v. MAY-2016,,,81,1678362,Colombia,"Human, Homo sapiens"
Helicobacter pylori,KH0129,210.601,210,SAMN12011830,PRJNA547954,GCA_006439775.1,1.59025,39,-,VEYM01,48,1581,1442,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/775/GCF_006439775.1_ASM643977v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/775/GCA_006439775.1_ASM643977v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,19x,SPAdes v. 3.12.0,,,48,1590246,Cambodia,Homo sapiens
Helicobacter pylori,38185,210.4194,210,SAMN08381246,PRJNA395900,GCA_003059165.1,1.66637,39,-,QBQE01,81,1670,1506,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/165/GCF_003059165.1_ASM305916v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/165/GCA_003059165.1_ASM305916v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,81,1666367,Belgium,"Human, Homo sapiens"
Helicobacter pylori,B455,210.516,210,SAMN08999412,PRJNA449871,GCA_003639785.1,1.6296,38.9,-,QEGV01,58,1622,1460,10/12/2018,8/20/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/785/GCF_003639785.1_ASM363978v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/785/GCA_003639785.1_ASM363978v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina HiSeq,483x,A5-miseq v. 20160825,,,58,1629598,Spain,"Human, Homo sapiens"
Helicobacter pylori,KH0178,210.6003,210,SAMN12011846,PRJNA547954,GCA_006438645.1,1.59356,39,-,VEXW01,45,1583,1444,6/24/2019,6/28/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/438/645/GCF_006438645.1_ASM643864v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/438/645/GCA_006438645.1_ASM643864v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,12x,SPAdes v. 3.12.0,,,45,1593565,Cambodia,Homo sapiens
Helicobacter pylori,HP99689,210.5012,210,SAMN06329598,PRJNA374603,GCA_003636275.1,1.61521,38.8,-,MVSV01,47,1604,1457,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/275/GCF_003636275.1_ASM363627v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/275/GCA_003636275.1_ASM363627v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,112x,SPAdes v. 3.8.2,,,47,1615212,Australia,"Human, Homo sapiens"
Helicobacter pylori SA30C,SA30C,1345507.3,1345507,SAMEA2272105,PRJEB4042,GCA_000476875.1,1.66492,38.9,-,CBQB01,94,1643,1451,9/21/2013,1/31/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/875/GCF_000476875.1_SA30C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/875/GCA_000476875.1_SA30C,2013-09-21T00:00:00Z,MHH,,,,,,94,1664923,South Africa,"Human, Homo sapiens"
Helicobacter pylori,KH0125,210.6024,210,SAMN12011827,PRJNA547954,GCA_006440045.1,1.59814,38.9,-,VEYP01,51,1579,1425,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/045/GCF_006440045.1_ASM644004v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/045/GCA_006440045.1_ASM644004v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,21x,SPAdes v. 3.12.0,,,51,1598142,Cambodia,Homo sapiens
Helicobacter pylori,31235,210.4208,210,SAMN08381244,PRJNA395900,GCA_003058865.1,1.64151,38.9,-,QBQG01,65,1648,1483,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/865/GCF_003058865.1_ASM305886v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/865/GCA_003058865.1_ASM305886v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,65,1641511,Belgium,"Human, Homo sapiens"
Helicobacter pylori SA215C,SA215C,1345596.3,1345596,SAMEA2271976,PRJEB4107,GCA_000475935.1,1.66514,39,-,CBNO01,68,1623,1449,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/935/GCF_000475935.1_SA215C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/935/GCA_000475935.1_SA215C,2013-09-21T00:00:00Z,MHH,,,,,,68,1665140,South Africa,"Human, Homo sapiens"
Helicobacter pylori,KH0075,210.6035,210,SAMN12011816,PRJNA547954,GCA_006440265.1,1.60984,38.7,-,VEZA01,53,1587,1441,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/265/GCF_006440265.1_ASM644026v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/265/GCA_006440265.1_ASM644026v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,18x,SPAdes v. 3.12.0,,,53,1609845,Cambodia,Homo sapiens
Helicobacter pylori,KH0001,210.6038,210,SAMN12011799,PRJNA547954,GCA_006440325.1,1.58877,39,-,VEZR01,50,1578,1436,6/24/2019,6/28/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/325/GCF_006440325.1_ASM644032v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/325/GCA_006440325.1_ASM644032v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,18x,SPAdes v. 3.12.0,,,50,1588767,Cambodia,Homo sapiens
Helicobacter pylori,PIMM-FM-UNAM-23CaC2,210.6147,210,SAMN10715324,PRJNA513874,GCA_008681525.1,1.62875,38.9,-,SAZX01,21,1606,1464,9/23/2019,9/27/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/681/525/GCF_008681525.1_ASM868152v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/681/525/GCA_008681525.1_ASM868152v1,2019-09-23T00:00:00Z,Universidad Nacional Autonoma de Mexico,Illumina Miseq,83.08x,Velvet v. 1.2.10,,,21,1628754,,Homo sapiens
Helicobacter pylori,ZH30,210.5301,210,SAMN10335772,PRJNA498840,GCA_004012905.1,1.59897,39,-,RJFD01,44,1584,1434,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/905/GCF_004012905.1_ASM401290v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/905/GCA_004012905.1_ASM401290v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,44,1598968,Switzerland,"Human, Homo sapiens"
Helicobacter pylori HLJHP193,HLJHP193,1213457.3,1213457,SAMN02469498,PRJNA171124,GCA_000287835.1,1.56933,39,-,ALJI01,10,1555,1385,8/13/2012,11/24/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/835/GCF_000287835.1_ASM28783v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/835/GCA_000287835.1_ASM28783v1,2012-08-13T00:00:00Z,BGI-shenzhen,Illumina HiSeq 2000,120.0x,SOAPdenovo v. 1.05,,,55,1552322,China,"Human, Homo sapiens"
Helicobacter pylori,55:02:00,210.4216,210,SAMN08381301,PRJNA395900,GCA_003058635.1,1.60372,39,-,QBPJ01,50,1609,1458,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/635/GCF_003058635.1_ASM305863v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/635/GCA_003058635.1_ASM305863v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,50,1603720,Sweden,"Human, Homo sapiens"
Helicobacter pylori,B41,210.4181,210,SAMN08381212,PRJNA395900,GCA_003059505.1,1.68437,39.1,-,QBRK01,65,1660,1507,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/505/GCF_003059505.1_ASM305950v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/505/GCA_003059505.1_ASM305950v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,65,1684372,France,"Human, Homo sapiens"
Helicobacter pylori,HP01306,210.5127,210,SAMN06329453,PRJNA374603,GCA_003638585.1,1.63895,38.9,-,MVYK01,48,1642,1477,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/585/GCF_003638585.1_ASM363858v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/585/GCA_003638585.1_ASM363858v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,132x,SPAdes v. 3.8.2,,,48,1638947,Australia,"Human, Homo sapiens"
Helicobacter pylori,B661A,210.5171,210,SAMN08999417,PRJNA449871,GCA_003639995.1,1.65362,38.8,-,QEGQ01,61,1658,1482,10/12/2018,8/20/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/995/GCF_003639995.1_ASM363999v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/995/GCA_003639995.1_ASM363999v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina HiSeq,576x,A5-miseq v. 20160825,,,61,1653624,Spain,"Human, Homo sapiens"
Helicobacter pylori,HP15036,210.4992,210,SAMN06329568,PRJNA374603,GCA_003635885.1,1.53671,38.8,-,MVTZ01,43,1547,1372,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/885/GCF_003635885.1_ASM363588v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/885/GCA_003635885.1_ASM363588v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,95x,SPAdes v. 3.8.2,,,43,1536706,Australia,"Human, Homo sapiens"
Helicobacter pylori,27:04:00,210.42,210,SAMN08381287,PRJNA395900,GCA_003059025.1,1.60703,39.1,-,QBPQ01,73,1599,1430,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/025/GCF_003059025.1_ASM305902v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/025/GCA_003059025.1_ASM305902v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,73,1607034,Sweden,"Human, Homo sapiens"
Helicobacter pylori,2029,210.294,210,SAMN05410630,PRJNA329350,GCA_002532805.1,1.64936,38.9,-,MBKG01,49,1636,1485,10/12/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/532/805/GCF_002532805.1_ASM253280v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/532/805/GCA_002532805.1_ASM253280v1,2017-10-12T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,84.94x,A5 pipeline v. MAY-2016,,,49,1649365,Colombia,"Human, Homo sapiens"
Helicobacter pylori,B491,210.5137,210,SAMN08981263,PRJNA449871,GCA_003639325.1,1.68415,38.8,-,QDJO01,60,1696,1523,10/12/2018,8/20/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/325/GCF_003639325.1_ASM363932v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/325/GCA_003639325.1_ASM363932v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina HiSeq,742x,A5-miseq v. 20160825,,,60,1684150,Spain,"Human, Homo sapiens"
Helicobacter pylori SA173A,SA173A,1345583.3,1345583,SAMEA2272533,PRJEB4094,GCA_000476575.1,1.64779,38.9,-,CBOU01,82,1617,1448,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/575/GCF_000476575.1_SA173A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/575/GCA_000476575.1_SA173A,2013-09-21T00:00:00Z,MHH,,,,,,82,1647792,South Africa,"Human, Homo sapiens"
Helicobacter pylori,ZH93,210.5349,210,SAMN10339052,PRJNA498967,GCA_004013845.1,1.58734,38.8,-,RJHG01,57,1578,1416,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/845/GCF_004013845.1_ASM401384v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/845/GCA_004013845.1_ASM401384v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,57,1587343,Switzerland,"Human, Homo sapiens"
