"Name","NCBI Genome","NCBI Taxonomy","PATRIC","KEGG","BioCYC","RAST Annotation","VFDB","RefSeq FTP","GenBank FTP","BioSample","BioProject","Assembly","Size (Mb)","GC%","Replicons","WGS","Scaffolds","Genes","Proteins","Release Date","Modify Date","Level","Completion Date","Sequencing Centers","Sequencing Platform","Sequencing Depth","Assembly Method","Chromosomes","Plasmids","Contigs","Genome Length","Isolation Country","Host Name"
"Helicobacter pylori KH17","356638","210","210.3133","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/435/GCF_002832435.1_ASM283243v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/435/GCA_002832435.1_ASM283243v1","SAMN08093258","PRJNA419585","GCA_002832435.1","1.62517","39","-","PHMH01","40","1601","1433/356638","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","118x","SPAdes v. 3.10.1","","","40","1625170","India","Human, Homo sapiens"
"Helicobacter pylori KH18","356637","210","210.3132","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/415/GCF_002832415.1_ASM283241v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/415/GCA_002832415.1_ASM283241v1","SAMN08093259","PRJNA419585","GCA_002832415.1","1.64847","38.8","-","PHMG01","55","1638","1467/356637","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","190x","SPAdes v. 3.10.1","","","55","1648469","India","Human, Homo sapiens"
"Helicobacter pylori KH19","356636","210","210.3131","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/405/GCF_002832405.1_ASM283240v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/405/GCA_002832405.1_ASM283240v1","SAMN08093260","PRJNA419585","GCA_002832405.1","1.65647","38.8","-","PHMF01","39","1639","1472/356636","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","356x","SPAdes v. 3.10.1","","","39","1656470","India","Human, Homo sapiens"
"Helicobacter pylori KH2","356647","210","210.3142","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/615/GCF_002832615.1_ASM283261v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/615/GCA_002832615.1_ASM283261v1","SAMN08093244","PRJNA419585","GCA_002832615.1","1.60332","39","-","PHMV01","47","1573","1421/356647","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","343x","SPAdes v. 3.10.1","","","47","1603318","India","Human, Homo sapiens"
"Helicobacter pylori KH20","356616","210","210.3111","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/995/GCF_002831995.1_ASM283199v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/995/GCA_002831995.1_ASM283199v1","SAMN08093261","PRJNA419585","GCA_002831995.1","1.64766","38.8","-","PHME01","42","1628","1476/356616","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","75x","SPAdes v. 3.10.1","","","42","1647657","India","Human, Homo sapiens"
"Helicobacter pylori KH21","356617","210","210.3112","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/025/GCF_002832025.1_ASM283202v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/025/GCA_002832025.1_ASM283202v1","SAMN08093262","PRJNA419585","GCA_002832025.1","1.64777","38.9","-","PHMD01","46","1655","1484/356617","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","106x","SPAdes v. 3.10.1","","","46","1647771","India","Human, Homo sapiens"
"Helicobacter pylori KH22","356635","210","210.3130","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/395/GCF_002832395.1_ASM283239v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/395/GCA_002832395.1_ASM283239v1","SAMN08093263","PRJNA419585","GCA_002832395.1","1.59293","39.1","-","PHMC01","40","1585","1409/356635","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","196x","SPAdes v. 3.10.1","","","40","1592933","India","Human, Homo sapiens"
"Helicobacter pylori KH23","356634","210","210.3128","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/355/GCF_002832355.1_ASM283235v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/355/GCA_002832355.1_ASM283235v1","SAMN08093264","PRJNA419585","GCA_002832355.1","1.65182","38.8","-","PHMB01","69","1640","1467/356634","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","198x","SPAdes v. 3.10.1","","","69","1651818","India","Human, Homo sapiens"
"Helicobacter pylori KH25","356613","210","210.3108","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/955/GCF_002831955.1_ASM283195v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/955/GCA_002831955.1_ASM283195v1","SAMN08093265","PRJNA419585","GCA_002831955.1","1.6258","38.9","-","PHMA01","37","1626","1447/356613","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","280x","SPAdes v. 3.10.1","","","37","1625804","India","Human, Homo sapiens"
"Helicobacter pylori KH26","356633","210","210.3129","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/345/GCF_002832345.1_ASM283234v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/345/GCA_002832345.1_ASM283234v1","SAMN08093266","PRJNA419585","GCA_002832345.1","1.70911","38.7","-","PHLZ01","62","1707","1533/356633","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","96x","SPAdes v. 3.10.1","","","62","1709107","India","Human, Homo sapiens"
"Helicobacter pylori KH27","356615","210","210.3110","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/985/GCF_002831985.1_ASM283198v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/985/GCA_002831985.1_ASM283198v1","SAMN08093267","PRJNA419585","GCA_002831985.1","1.63554","38.9","-","PHLY01","36","1634","1468/356615","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","66x","SPAdes v. 3.10.1","","","36","1635544","India","Human, Homo sapiens"
"Helicobacter pylori KH28","356612","210","210.3107","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/925/GCF_002831925.1_ASM283192v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/925/GCA_002831925.1_ASM283192v1","SAMN08093268","PRJNA419585","GCA_002831925.1","1.67999","38.7","-","PHLX01","30","1664","1501/356612","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","112x","SPAdes v. 3.10.1","","","30","1679991","India","Human, Homo sapiens"
"Helicobacter pylori KH29","356632","210","210.3127","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/325/GCF_002832325.1_ASM283232v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/325/GCA_002832325.1_ASM283232v1","SAMN08093269","PRJNA419585","GCA_002832325.1","1.60501","39","-","PHLW01","38","1591","1426/356632","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","80x","SPAdes v. 3.10.1","","","38","1605007","India","Human, Homo sapiens"
"Helicobacter pylori KH3","356622","210","210.3117","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/135/GCF_002832135.1_ASM283213v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/135/GCA_002832135.1_ASM283213v1","SAMN08093245","PRJNA419585","GCA_002832135.1","1.61484","39","-","PHMU01","45","1599","1446/356622","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","241x","SPAdes v. 3.10.1","","","45","1614842","India","Human, Homo sapiens"
"Helicobacter pylori KH30","356631","210","210.3126","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/295/GCF_002832295.1_ASM283229v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/295/GCA_002832295.1_ASM283229v1","SAMN08093270","PRJNA419585","GCA_002832295.1","1.58046","39.1","-","PHLV01","33","1581","1432/356631","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","86x","SPAdes v. 3.10.1","","","33","1580459","India","Human, Homo sapiens"
"Helicobacter pylori KH31","356629","210","210.3124","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/275/GCF_002832275.1_ASM283227v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/275/GCA_002832275.1_ASM283227v1","SAMN08093271","PRJNA419585","GCA_002832275.1","1.60797","39.1","-","PHLU01","34","1593","1429/356629","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","85x","SPAdes v. 3.10.1","","","34","1607973","India","Human, Homo sapiens"
"Helicobacter pylori KH32","356630","210","210.3125","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/285/GCF_002832285.1_ASM283228v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/285/GCA_002832285.1_ASM283228v1","SAMN08093272","PRJNA419585","GCA_002832285.1","1.61173","39.1","-","PHLT01","34","1583","1428/356630","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","214x","SPAdes v. 3.10.1","","","34","1611728","India","Human, Homo sapiens"
"Helicobacter pylori KH33","356628","210","210.3123","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/255/GCF_002832255.1_ASM283225v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/255/GCA_002832255.1_ASM283225v1","SAMN08093273","PRJNA419585","GCA_002832255.1","1.61412","38.9","-","PHLS01","34","1585","1432/356628","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","97x","SPAdes v. 3.10.1","","","34","1614122","India","Human, Homo sapiens"
"Helicobacter pylori KH34","356627","210","210.3122","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/215/GCF_002832215.1_ASM283221v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/215/GCA_002832215.1_ASM283221v1","SAMN08093274","PRJNA419585","GCA_002832215.1","1.58343","39.1","-","PHLR01","32","1581","1424/356627","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","279x","SPAdes v. 3.10.1","","","32","1583431","India","Human, Homo sapiens"
"Helicobacter pylori KH35","356626","210","210.3121","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/195/GCF_002832195.1_ASM283219v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/195/GCA_002832195.1_ASM283219v1","SAMN08093275","PRJNA419585","GCA_002832195.1","1.65731","38.8","-","PHLQ01","45","1675","1504/356626","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","136x","SPAdes v. 3.10.1","","","45","1657309","India","Human, Homo sapiens"
"Helicobacter pylori KH36","356614","210","210.3109","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/975/GCF_002831975.1_ASM283197v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/975/GCA_002831975.1_ASM283197v1","SAMN08093276","PRJNA419585","GCA_002831975.1","1.64459","38.8","-","PHLP01","41","1630","1471/356614","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","95x","SPAdes v. 3.10.1","","","41","1644588","India","Human, Homo sapiens"
"Helicobacter pylori KH37","356625","210","210.3120","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/175/GCF_002832175.1_ASM283217v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/175/GCA_002832175.1_ASM283217v1","SAMN08093277","PRJNA419585","GCA_002832175.1","1.6238","38.9","-","PHLO01","42","1622","1433/356625","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","79x","SPAdes v. 3.10.1","","","42","1623802","India","Human, Homo sapiens"
"Helicobacter pylori KH38","356624","210","210.3119","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/155/GCF_002832155.1_ASM283215v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/155/GCA_002832155.1_ASM283215v1","SAMN08093278","PRJNA419585","GCA_002832155.1","1.62308","38.9","-","PHLN01","61","1614","1448/356624","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","96x","SPAdes v. 3.10.1","","","61","1623079","India","Human, Homo sapiens"
"Helicobacter pylori KH39","356611","210","210.3106","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/915/GCF_002831915.1_ASM283191v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/915/GCA_002831915.1_ASM283191v1","SAMN08093279","PRJNA419585","GCA_002831915.1","1.62211","39","-","PHLM01","33","1625","1440/356611","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","255x","SPAdes v. 3.10.1","","","33","1622113","India","Human, Homo sapiens"
"Helicobacter pylori KH4","356621","210","210.3116","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/115/GCF_002832115.1_ASM283211v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/115/GCA_002832115.1_ASM283211v1","SAMN08093246","PRJNA419585","GCA_002832115.1","1.60028","39.1","-","PHMT01","32","1602","1431/356621","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","206x","SPAdes v. 3.10.1","","","32","1600283","India","Human, Homo sapiens"
"Helicobacter pylori KH40","356623","210","210.3118","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/145/GCF_002832145.1_ASM283214v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/145/GCA_002832145.1_ASM283214v1","SAMN08093280","PRJNA419585","GCA_002832145.1","1.59135","39","-","PHLL01","32","1583","1418/356623","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","281x","SPAdes v. 3.10.1","","","32","1591353","India","Human, Homo sapiens"
"Helicobacter pylori KH41","356610","210","210.3105","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/875/GCF_002831875.1_ASM283187v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/875/GCA_002831875.1_ASM283187v1","SAMN08093281","PRJNA419585","GCA_002831875.1","1.65431","38.9","-","PHLK01","46","1637","1481/356610","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","65x","SPAdes v. 3.10.1","","","46","1654315","India","Human, Homo sapiens"
"Helicobacter pylori KH43","356607","210","210.3102","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/835/GCF_002831835.1_ASM283183v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/835/GCA_002831835.1_ASM283183v1","SAMN08093282","PRJNA419585","GCA_002831835.1","1.6271","39","-","PHLJ01","34","1615","1453/356607","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","261x","SPAdes v. 3.10.1","","","34","1627102","India","Human, Homo sapiens"
"Helicobacter pylori KH44","356608","210","210.3103","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/845/GCF_002831845.1_ASM283184v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/845/GCA_002831845.1_ASM283184v1","SAMN08093283","PRJNA419585","GCA_002831845.1","1.61564","39","-","PHLI01","38","1592","1445/356608","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","196x","SPAdes v. 3.10.1","","","38","1615640","India","Human, Homo sapiens"
"Helicobacter pylori KH45","356609","210","210.3104","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/855/GCF_002831855.1_ASM283185v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/855/GCA_002831855.1_ASM283185v1","SAMN08093284","PRJNA419585","GCA_002831855.1","1.61957","39","-","PHLH01","36","1605","1428/356609","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","234x","SPAdes v. 3.10.1","","","36","1619572","India","Human, Homo sapiens"
"Helicobacter pylori KH6","356646","210","210.3141","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/605/GCF_002832605.1_ASM283260v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/605/GCA_002832605.1_ASM283260v1","SAMN08093247","PRJNA419585","GCA_002832605.1","1.53993","39.1","-","PHMS01","38","1519","1390/356646","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","129x","SPAdes v. 3.10.1","","","38","1539929","India","Human, Homo sapiens"
"Helicobacter pylori KH7","356645","210","210.3140","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/595/GCF_002832595.1_ASM283259v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/595/GCA_002832595.1_ASM283259v1","SAMN08093248","PRJNA419585","GCA_002832595.1","1.61292","39","-","PHMR01","37","1583","1423/356645","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","237x","SPAdes v. 3.10.1","","","37","1612917","India","Human, Homo sapiens"
"Helicobacter pylori KH8","356644","210","210.3139","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/575/GCF_002832575.1_ASM283257v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/575/GCA_002832575.1_ASM283257v1","SAMN08093249","PRJNA419585","GCA_002832575.1","1.64399","38.8","-","PHMQ01","36","1627","1453/356644","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","135x","SPAdes v. 3.10.1","","","36","1643985","India","Human, Homo sapiens"
"Helicobacter pylori KH9","356643","210","210.3138","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/545/GCF_002832545.1_ASM283254v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/545/GCA_002832545.1_ASM283254v1","SAMN08093250","PRJNA419585","GCA_002832545.1","1.60424","39","-","PHMP01","46","1588","1447/356643","12/11/2017","12/13/2017","Contig","2017-12-11T00:00:00Z","University of Western Australia","Illumina MiSeq","329x","SPAdes v. 3.10.1","","","46","1604237","India","Human, Homo sapiens"
"Helicobacter pylori Manado-1","211387","210","210.1343","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/766/035/GCF_000766035.1_ASM76603v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/766/035/GCA_000766035.1_ASM76603v1","SAMN03009497","PRJNA259567","GCA_000766035.1","1.53981","38.9","-","JRAC01","38","1535","1365/211387","10/10/2014","3/24/2017","Contig","2014-10-10T00:00:00Z","Oita University","Illumina HiSeq","2455.0x","CLC NGS Cell v. 6.0.3","","","38","1539815","Indonesia","Human, Homo sapiens"
"Helicobacter pylori MC2006-52","309449","210","210.2661","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/835/GCF_002026835.1_MC2006-52_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/835/GCA_002026835.1_MC2006-52_v1.0","SAMN05569560","PRJNA338771","GCA_002026835.1","1.69821","38.9","-","MIKS01","89","1709","1540/309449","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","31.56x","ABySS v. 1.9.0","","","89","1698210","Mexico","Human, Homo sapiens"
"Helicobacter pylori MC2011-145","309433","210","210.2645","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/515/GCF_002026515.1_MC2011-145_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/515/GCA_002026515.1_MC2011-145_v1.0","SAMN05569561","PRJNA338771","GCA_002026515.1","1.65082","39","-","MIKT01","180","1648","1476/309433","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","25.27x","ABySS v. 1.9.0","","","180","1650819","Mexico","Human, Homo sapiens"
"Helicobacter pylori MCms1054","309432","210","210.2644","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/505/GCF_002026505.1_MCms1054_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/505/GCA_002026505.1_MCms1054_v1.0","SAMN05569562","PRJNA338771","GCA_002026505.1","1.65658","39.1","-","MIKU01","117","1639","1477/309432","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","44.99x","ABySS v. 1.9.0","","","117","1656578","Mexico","Human, Homo sapiens"
"Helicobacter pylori MCms1055","309451","210","210.2663","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/885/GCF_002026885.1_MCms1055_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/885/GCA_002026885.1_MCms1055_v1.0","SAMN05569563","PRJNA338771","GCA_002026885.1","1.67687","38.9","-","MIKV01","63","1671","1509/309451","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","101.43x","ABySS v. 1.9.0","","","63","1676870","Mexico","Human, Homo sapiens"
"Helicobacter pylori MCms1063","309452","210","210.2664","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/895/GCF_002026895.1_MCms1063_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/895/GCA_002026895.1_MCms1063_v1.0","SAMN05569564","PRJNA338771","GCA_002026895.1","1.69206","39","-","MIKW01","72","1657","1474/309452","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","60.77x","ABySS v. 1.9.0","","","72","1692058","Mexico","Human, Homo sapiens"
"Helicobacter pylori MCms1078","309458","210","210.2670","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/025/GCF_002027025.1_MCms1078_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/027/025/GCA_002027025.1_MCms1078_v1.0","SAMN05569565","PRJNA338771","GCA_002027025.1","1.64922","38.9","-","MIKX01","81","1648","1481/309458","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","35.02x","ABySS v. 1.9.0","","","81","1649218","Mexico","Human, Homo sapiens"
"Helicobacter pylori MCms1080","309453","210","210.2665","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/925/GCF_002026925.1_MCms1080_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/925/GCA_002026925.1_MCms1080_v1.0","SAMN05569566","PRJNA338771","GCA_002026925.1","1.66194","39","-","MIKY01","92","1636","1480/309453","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","69.31x","ABySS v. 1.9.0","","","92","1661940","Mexico","Human, Homo sapiens"
"Helicobacter pylori MCms931","309430","210","210.2642","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/455/GCF_002026455.1_MCms931_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/455/GCA_002026455.1_MCms931_v1.0","SAMN05569567","PRJNA338771","GCA_002026455.1","1.66868","39","-","MIKZ01","96","1657","1505/309430","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","44.56x","ABySS v. 1.9.0","","","96","1668681","Mexico","Human, Homo sapiens"
"Helicobacter pylori MG2003-107","309454","210","210.2666","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/935/GCF_002026935.1_MG2003-107_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/935/GCA_002026935.1_MG2003-107_v1.0","SAMN05569568","PRJNA338771","GCA_002026935.1","1.7577","38.9","-","MILA01","146","1743","1556/309454","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","36.03x","ABySS v. 1.9.0","","","146","1757702","Mexico","Human, Homo sapiens"
"Helicobacter pylori MG2003-98","309434","210","210.2646","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/545/GCF_002026545.1_MG2003-98_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/545/GCA_002026545.1_MG2003-98_v1.0","SAMN05569569","PRJNA338771","GCA_002026545.1","1.71566","38.8","-","MILB01","85","1698","1544/309434","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","31.91x","ABySS v. 1.9.0","","","85","1715656","Mexico","Human, Homo sapiens"
"Helicobacter pylori MG2005-100","309431","210","210.2643","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/485/GCF_002026485.1_MG2005-100_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/485/GCA_002026485.1_MG2005-100_v1.0","SAMN05569570","PRJNA338771","GCA_002026485.1","1.68589","38.9","-","MILC01","107","1665","1497/309431","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","50.74x","ABySS v. 1.9.0","","","107","1685887","Mexico","Human, Homo sapiens"
